dataset,n-features,n-classes,n-numerical-features,n-categorical-features,n-binary-features,n-grid-samples,fold,n-train-samples,n-test-samples,n-trees,train-acc,test-acc,prune-prop,n-prune-prop-samples,n-mip-trees,mip-prune-train-acc,mip-prune-test-acc,mip-prune-prop-train-acc,mip-prune-train-fidelity,mip-prune-test-fidelity,mip-prune-prop-train-fidelity,mip-prune-grid-fidelity,mip-time,n-random-trees,random-prune-train-acc,random-prune-test-acc,random-prune-prop-train-acc,random-prune-train-fidelity,random-prune-test-fidelity,random-prune-prop-train-fidelity,random-prune-grid-fidelity,n-greedy-trees,greedy-prune-train-acc,greedy-prune-test-acc,greedy-prune-prop-train-acc,greedy-prune-train-fidelity,greedy-prune-test-fidelity,greedy-prune-prop-train-fidelity,greedy-prune-grid-fidelity
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,1,3681,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,45.952589988708496,7.0,0.9948383591415376,0.942391304347826,0.9948383591415376,0.9948383591415376,0.9706521739130436,0.9948383591415376,0.0102,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,2,7362,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,33.84885859489441,7.0,0.9953816897582178,0.9532608695652174,0.9953816897582178,0.9953816897582178,0.9684782608695652,0.9953816897582178,0.9995,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,3,11043,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,38.76984000205994,7.0,0.9961966856832384,0.9467391304347826,0.9961966856832384,0.9967400162999184,0.9619565217391304,0.9967400162999184,0.7976,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,4,14724,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,55.02664089202881,7.0,0.9948383591415376,0.9521739130434784,0.9948383591415376,0.9948383591415376,0.9695652173913044,0.9948383591415376,0.8684,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,5,18405,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,52.53187561035156,7.0,0.9945666938331976,0.95,0.9945666938331976,0.9945666938331976,0.9695652173913044,0.9945666938331976,0.9249,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,6,22086,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,42.00771141052246,7.0,0.9948383591415376,0.941304347826087,0.9948383591415376,0.9948383591415376,0.9630434782608696,0.9948383591415376,0.0256,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,7,25767,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,10.163131713867188,7.0,0.9975550122249388,0.941304347826087,0.9975550122249388,0.9975550122249388,0.9652173913043478,0.9975550122249388,0.9989,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,8,29448,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,17.228447437286377,7.0,0.9953816897582178,0.9478260869565216,0.9953816897582178,0.9953816897582178,0.9760869565217392,0.9953816897582178,0.8675,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,9,33129,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,29.78604531288147,7.0,0.9942950285248574,0.942391304347826,0.9942950285248574,0.9942950285248574,0.9706521739130436,0.9942950285248574,0.8986,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
spambase,57,2,57,0,0,10000,2,3681,920,100,0.9994566693833198,0.9543478260869566,10,36810,7,0.9994566693833198,0.9402173913043478,0.9994566693833198,1.0,0.966304347826087,1.0,0.9781,44.67466497421265,7.0,0.9964683509915784,0.9554347826086956,0.9964683509915784,0.9959250203748982,0.9728260869565216,0.9959250203748982,0.8137,7,0.9951100244498776,0.9456521739130436,0.9951100244498776,0.9951100244498776,0.9739130434782608,0.9951100244498776,0.1208
