dataset,n-features,n-classes,n-numerical-features,n-categorical-features,n-binary-features,n-grid-samples,fold,n-train-samples,n-test-samples,n-trees,train-acc,test-acc,prune-prop,n-prune-prop-samples,n-mip-trees,mip-prune-train-acc,mip-prune-test-acc,mip-prune-prop-train-acc,mip-prune-train-fidelity,mip-prune-test-fidelity,mip-prune-prop-train-fidelity,mip-prune-grid-fidelity,mip-time,n-random-trees,random-prune-train-acc,random-prune-test-acc,random-prune-prop-train-acc,random-prune-train-fidelity,random-prune-test-fidelity,random-prune-prop-train-fidelity,random-prune-grid-fidelity,n-greedy-trees,greedy-prune-train-acc,greedy-prune-test-acc,greedy-prune-prop-train-acc,greedy-prune-train-fidelity,greedy-prune-test-fidelity,greedy-prune-prop-train-fidelity,greedy-prune-grid-fidelity
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,1,800,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,117.52141857147217,6.0,0.98,0.725,0.98,0.98,0.805,0.98,0.6309,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,2,1600,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,111.79636836051941,6.0,0.97875,0.74,0.97875,0.97875,0.82,0.97875,0.6654,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,3,2400,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,136.11985611915588,6.0,0.98375,0.77,0.98375,0.98375,0.84,0.98375,0.6367,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,4,3200,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,150.73277187347412,6.0,0.9725,0.74,0.9725,0.9725,0.81,0.9725,0.6441,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,5,4000,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,66.6359691619873,6.0,0.9875,0.71,0.9875,0.9875,0.82,0.9875,0.5899,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,6,4800,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,57.2384295463562,6.0,0.9825,0.72,0.9825,0.9825,0.83,0.9825,0.631,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,7,5600,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,83.09419178962708,6.0,0.975,0.75,0.975,0.975,0.81,0.975,0.6329,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,8,6400,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,135.57184314727783,6.0,0.96875,0.745,0.96875,0.96875,0.865,0.96875,0.6043,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,9,7200,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,126.68702054023743,6.0,0.9825,0.76,0.9825,0.9825,0.84,0.9825,0.6197,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,3,800,200,100,1.0,0.8,10,8000,6,1.0,0.735,1.0,1.0,0.855,1.0,0.6362,80.53096532821655,6.0,0.96875,0.72,0.96875,0.96875,0.83,0.96875,0.6201,6,0.97875,0.735,0.97875,0.97875,0.835,0.97875,0.6145
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,1,800,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,98.93442130088806,6.0,0.9775,0.67,0.9775,0.9775,0.795,0.9775,0.6504,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,2,1600,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,70.80800890922546,6.0,0.97375,0.695,0.97375,0.97375,0.77,0.97375,0.6272,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,3,2400,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,76.0556206703186,6.0,0.98125,0.65,0.98125,0.98125,0.765,0.98125,0.6017,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,4,3200,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,99.79861950874329,6.0,0.9725,0.685,0.9725,0.9725,0.8,0.9725,0.5969,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,5,4000,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,106.55896258354187,6.0,0.9775,0.725,0.9775,0.9775,0.81,0.9775,0.6153,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,6,4800,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,63.77893662452698,6.0,0.9725,0.68,0.9725,0.9725,0.795,0.9725,0.623,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,7,5600,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,43.786930561065674,6.0,0.975,0.68,0.975,0.975,0.835,0.975,0.6063,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,8,6400,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,43.47630977630615,6.0,0.98125,0.69,0.98125,0.98125,0.815,0.98125,0.6193,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,9,7200,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,72.58648586273193,6.0,0.97625,0.65,0.97625,0.97625,0.775,0.97625,0.5981,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,4,800,200,100,1.0,0.785,10,8000,6,1.0,0.665,1.0,1.0,0.81,1.0,0.652,89.80101990699768,6.0,0.98,0.685,0.98,0.98,0.8,0.98,0.6395,6,0.97875,0.675,0.97875,0.97875,0.77,0.97875,0.6218
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,1,800,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,114.6185359954834,7.0,0.9775,0.75,0.9775,0.9775,0.875,0.9775,0.6627,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,2,1600,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,95.19061422348022,7.0,0.98375,0.735,0.98375,0.98375,0.85,0.98375,0.6576,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,3,2400,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,110.65820908546448,7.0,0.9825,0.735,0.9825,0.9825,0.87,0.9825,0.669,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,4,3200,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,130.19579696655273,7.0,0.98125,0.76,0.98125,0.98125,0.865,0.98125,0.6986,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,5,4000,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,93.07968091964722,7.0,0.97875,0.71,0.97875,0.97875,0.875,0.97875,0.6747,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,6,4800,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,48.69803166389465,7.0,0.97375,0.73,0.97375,0.97375,0.865,0.97375,0.6886,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,7,5600,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,63.04263210296631,7.0,0.9825,0.73,0.9825,0.9825,0.885,0.9825,0.7255,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,8,6400,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,119.59984254837036,7.0,0.97875,0.75,0.97875,0.97875,0.855,0.97875,0.7222,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,9,7200,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,108.60743474960327,7.0,0.9825,0.745,0.9825,0.9825,0.83,0.9825,0.6577,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
credit-g,20,2,7,13,0,10000,5,800,200,100,1.0,0.775,10,8000,7,1.0,0.725,1.0,1.0,0.88,1.0,0.6737,106.04052472114563,7.0,0.97625,0.73,0.97625,0.97625,0.905,0.97625,0.7167,7,0.9875,0.705,0.9875,0.9875,0.87,0.9875,0.6786
