prop,test-acc,prune-test-acc,n-trees
0.1,1.0,0.9124087591240876,1
0.2,1.0,0.9635036496350365,1
0.30000000000000004,1.0,0.9416058394160584,1
0.4,1.0,0.9343065693430657,1
0.5,1.0,0.9416058394160584,2
0.6,1.0,0.9051094890510949,2
0.7000000000000001,1.0,0.9708029197080292,3
0.8,1.0,0.9343065693430657,3
0.9,1.0,0.9343065693430657,3
1.0,1.0,0.9416058394160584,3
