prune-prop,n-mip-trees,mip-prune-test-fidelity,random-prune-test-fidelity,greedy-prune-test-fidelity,mip-prune-train-fidelity,random-prune-train-fidelity,greedy-prune-train-fidelity,mip-prune-grid-fidelity,random-prune-grid-fidelity,greedy-prune-grid-fidelity,mip-time
0.1,13.8,0.9599115342461643,0.9578026825902761,0.9590106249615923,0.9946204151351397,0.9938884640696946,0.993688840873212,0.88818,0.84006,0.91106,600.496237230301
0.2,19.8,0.9651119819509624,0.9665656224720612,0.9670775587655515,0.9974151335979823,0.9967190106743644,0.9968009089221821,0.86172,0.9103600000000001,0.91812,600.8350985050201
0.3,25.0,0.9715204935903063,0.9720118856980356,0.9714590245146086,0.9985053848144444,0.9978604452500044,0.9979218676913847,0.9184599999999999,0.90136,0.9324999999999999,601.0141864776612
0.4,26.6,0.9722575272580392,0.9724622397362698,0.9734450239517288,0.9988432090280259,0.9982494538707488,0.9981573216496586,0.89754,0.9183,0.9376,600.5995320320129
0.5,29.0,0.9735883553828071,0.972789892461814,0.9740797684497142,0.9992526918832294,0.9984797906458895,0.9984593175904145,0.9295199999999999,0.9227399999999999,0.9472999999999999,600.8961243629456
0.6,31.4,0.9748577332951374,0.9761475820361069,0.9761272076196839,0.9995546861210084,0.9986435846525593,0.9987459553008609,0.93212,0.9327400000000001,0.9465600000000001,600.6760147571564
0.7000000000000001,33.0,0.9764342197472506,0.9768641511629534,0.9769665891428609,0.9996980058932191,0.9986691790831106,0.9988995124522976,0.9279399999999999,0.92804,0.9513199999999999,600.7387888431549
0.8,34.6,0.9771917766415668,0.9777445875229681,0.9778264624538553,0.9997594278106068,0.9990684248210847,0.9990121216588094,0.9376,0.90526,0.9544,600.9262710094451
0.9,37.0,0.9779698127481934,0.9786045195196593,0.9779288773786675,0.9998566808827803,0.9990479483596563,0.9992015074760661,0.94052,0.93346,0.9529,600.8037312507629
1.0,37.4,0.978706888334281,0.9796077305494851,0.9787273465874142,1.0,0.9992373364038827,0.9991554397280431,0.93962,0.91884,0.95322,601.2043884754181
