dataset,n-features,n-classes,n-numerical-features,n-categorical-features,n-binary-features,n-grid-samples,fold,n-train-samples,n-test-samples,n-trees,train-acc,test-acc,prune-prop,n-prune-prop-samples,n-mip-trees,mip-prune-train-acc,mip-prune-test-acc,mip-prune-prop-train-acc,mip-prune-train-fidelity,mip-prune-test-fidelity,mip-prune-prop-train-fidelity,mip-prune-grid-fidelity,mip-time,n-random-trees,random-prune-train-acc,random-prune-test-acc,random-prune-prop-train-acc,random-prune-train-fidelity,random-prune-test-fidelity,random-prune-prop-train-fidelity,random-prune-grid-fidelity,n-greedy-trees,greedy-prune-train-acc,greedy-prune-test-acc,greedy-prune-prop-train-acc,greedy-prune-train-fidelity,greedy-prune-test-fidelity,greedy-prune-prop-train-fidelity,greedy-prune-grid-fidelity
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.1,1061,0,0.5003296599792785,0.4986817325800377,1.0,0.5009889799378355,0.5943502824858757,1.0,0.6674,0.29834985733032227,0.0,0.5003296599792785,0.4986817325800377,1.0,0.5009889799378355,0.5943502824858757,1.0,0.6674,0,0.5003296599792785,0.4986817325800377,1.0,0.5009889799378355,0.5943502824858757,1.0,0.6674
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.2,2123,0,0.5003296599792785,0.4986817325800377,1.0,0.5009889799378355,0.5943502824858757,1.0,0.6674,0.07438015937805176,0.0,0.5003296599792785,0.4986817325800377,1.0,0.5009889799378355,0.5943502824858757,1.0,0.6674,0,0.5003296599792785,0.4986817325800377,1.0,0.5009889799378355,0.5943502824858757,1.0,0.6674
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.30000000000000004,3185,10,0.9804087783743054,0.6851224105461393,0.9996860282574568,0.9812564754638787,0.8907721280602636,1.0,0.7156,541.1627113819122,10.0,0.978901761326175,0.6790960451977401,0.9912087912087912,0.9793727041537157,0.8696798493408663,0.9915227629513343,0.6381,10,0.980220401243289,0.6730696798493409,0.9946624803767661,0.9805029669398135,0.8779661016949153,0.9949764521193093,0.6767
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.4,4246,14,0.9916172176697748,0.6824858757062147,0.9997644842204427,0.9924649147593482,0.8979284369114877,1.0,0.6935,600.6785516738892,14.0,0.9902985777526608,0.6907721280602637,0.996938294865756,0.9911462748422342,0.896421845574388,0.9967027790861988,0.7395,14,0.9896392577941038,0.6911487758945386,0.9974093264248705,0.9899218234906282,0.8983050847457628,0.9971738106453132,0.7107
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.5,5308,14,0.9930300461523971,0.6760828625235404,0.9998116051243406,0.9938777432419704,0.896045197740113,0.9998116051243406,0.7195,600.4593729972839,14.0,0.9902985777526608,0.6809792843691149,0.9941597588545592,0.990392766318169,0.895668549905838,0.9941597588545592,0.6945,14,0.9888857492700386,0.6851224105461393,0.9947249434815373,0.9895450692285956,0.8998116760828625,0.9951017332328561,0.7154
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.6,6370,22,0.9977394744278044,0.6839924670433145,0.9996860282574568,0.9985871715173777,0.9295668549905838,0.9998430141287284,0.7556,600.6976475715637,22.0,0.995478948855609,0.6903954802259887,0.9976452119309263,0.9963266459451823,0.9163841807909604,0.9978021978021978,0.7551,22,0.9957615145521334,0.6926553672316385,0.9970172684458398,0.9964208345106904,0.9171374764595104,0.9971742543171115,0.6644
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.7000000000000001,7431,23,0.9983987943863615,0.6866290018832392,0.9991925716592652,0.9992464914759348,0.9148775894538607,0.9998654286098776,0.7676,600.7470405101776,23.0,0.9962324573796741,0.6892655367231638,0.9960974296864487,0.9968917773382311,0.912241054613936,0.9965011438568161,0.7362,23,0.9958557031176415,0.6930320150659134,0.9955591441259588,0.9963266459451823,0.9175141242937853,0.9962320010765712,0.6894
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.8,8493,26,0.9983987943863615,0.6888888888888889,0.9990580478040739,0.9994348686069511,0.9314500941619586,1.0,0.7783,601.1858134269714,26.0,0.9968917773382311,0.6994350282485876,0.9967031673142588,0.9971743430347556,0.9269303201506591,0.9969386553632403,0.7513,26,0.9967034002072148,0.6949152542372882,0.997056399387731,0.9971743430347556,0.927683615819209,0.9975273754856941,0.7709
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,0.9,9555,25,0.9988697372139023,0.6854990583804144,0.998953427524856,0.9999058114344919,0.9250470809792843,1.0,0.7518,600.247082233429,25.0,0.99745690873128,0.6945386064030132,0.997592883307169,0.9977394744278044,0.9250470809792843,0.9978021978021978,0.6652,25,0.99745690873128,0.696798493408663,0.9971742543171115,0.9979278515588208,0.9250470809792843,0.9978021978021978,0.7075
default-of-credit-card-clients,21,2,20,0,1,10000,1,10617,2655,100,0.9989639257794104,0.7069679849340866,1.0,10617,25,0.9989639257794104,0.6930320150659134,0.9989639257794104,1.0,0.9250470809792843,1.0,0.7623,600.2074675559998,25.0,0.9977394744278044,0.6994350282485876,0.9977394744278044,0.9976452858622963,0.92015065913371,0.9976452858622963,0.7441,25,0.9976452858622963,0.6907721280602637,0.9976452858622963,0.9979278515588208,0.919774011299435,0.9979278515588208,0.7187
