prune-prop,n-mip-trees,mip-prune-test-fidelity,random-prune-test-fidelity,greedy-prune-test-fidelity,mip-prune-train-fidelity,random-prune-train-fidelity,greedy-prune-train-fidelity,mip-prune-grid-fidelity,random-prune-grid-fidelity,greedy-prune-grid-fidelity,mip-time
0.1,2.2,0.8731092436974789,0.8714285714285716,0.8739495798319329,0.9426470588235294,0.9468487394957983,0.9485294117647058,0.6725,0.63972,0.6502800000000001,0.2667205333709717
0.2,3.0,0.9058823529411765,0.9235294117647058,0.9184873949579831,0.9804621848739495,0.9779411764705882,0.98109243697479,0.71754,0.72242,0.71664,0.5186902999877929
0.3,3.0,0.915126050420168,0.9294117647058823,0.9378151260504202,0.9836134453781513,0.9783613445378151,0.9831932773109244,0.70854,0.70726,0.72896,0.6870928287506104
0.4,3.0,0.9226890756302522,0.9310924369747899,0.9369747899159664,0.9890756302521009,0.9821428571428571,0.9865546218487395,0.72454,0.7135,0.724,1.5294523239135742
0.5,3.8,0.9176470588235294,0.9050420168067227,0.9168067226890756,0.9899159663865547,0.9764705882352942,0.984873949579832,0.6967800000000001,0.70662,0.7315799999999999,1.7547019481658936
0.6,4.2,0.9285714285714286,0.9260504201680672,0.9319327731092436,0.994747899159664,0.9813025210084033,0.9867647058823529,0.71106,0.7109,0.7362,2.3901508808135987
0.7000000000000001,4.8,0.9478991596638655,0.9394957983193277,0.9411764705882353,0.9970588235294118,0.9857142857142858,0.9915966386554622,0.75588,0.7370599999999999,0.7560800000000001,6.697021961212158
0.8,4.8,0.9420168067226891,0.9504201680672268,0.9453781512605042,0.9976890756302522,0.9836134453781513,0.9907563025210084,0.76134,0.73188,0.75922,6.074292230606079
0.9,5.0,0.9546218487394957,0.9420168067226891,0.9512605042016806,0.9989495798319329,0.9890756302521009,0.9922268907563027,0.75152,0.7573399999999999,0.75982,6.821852397918701
1.0,5.0,0.9487394957983192,0.9504201680672268,0.9512605042016806,1.0,0.9873949579831933,0.9915966386554622,0.74794,0.74642,0.76064,9.46445336341858
