prune-prop,n-mip-trees,mip-prune-test-fidelity,random-prune-test-fidelity,greedy-prune-test-fidelity,mip-prune-train-fidelity,random-prune-train-fidelity,greedy-prune-train-fidelity,mip-prune-grid-fidelity,random-prune-grid-fidelity,greedy-prune-grid-fidelity,mip-time
0.1,5.0,0.8274096944319297,0.8248363501444359,0.8268796544139082,0.9759145916450368,0.9720510186469818,0.9755285745580553,0.6842,0.6622,0.64454,12.424263334274292
0.2,5.4,0.822255055256672,0.8330811226247581,0.837716322582355,0.9813239755445065,0.9721793867539382,0.9744968169356284,0.65232,0.5353600000000001,0.66752,144.83470883369446
0.3,5.4,0.802658150690377,0.8171057164815944,0.8320462194895715,0.9833846695122842,0.9744981445954288,0.9774599046740263,0.66582,0.704,0.62722,124.0262089729309
0.4,5.4,0.8243076352264597,0.8191768478520128,0.8346301645774256,0.9831271035109964,0.9744975637442662,0.976300857668231,0.6315999999999999,0.59084,0.67174,227.70066294670104
0.5,7.0,0.8320515198897518,0.8495627169851323,0.8475167625155698,0.9896957833524738,0.9845429697094417,0.9844138547938476,0.80698,0.67788,0.71592,450.1244304180145
0.6,8.4,0.8639877560755836,0.8562690483131477,0.8608923223703389,0.9956206311694691,0.9877639553640775,0.9899533493537616,0.82868,0.7417,0.74664,601.6877908229828
0.7000000000000001,9.2,0.86141441178809,0.8717236901386055,0.8758261998780907,0.9967798441327395,0.990340279206856,0.9900824642693555,0.84576,0.78072,0.8214,603.3131101131439
0.8,10.6,0.874293059125964,0.8799552116184772,0.8845877613759839,0.9987120040360857,0.9918859241507956,0.994332635205555,0.84636,0.8223800000000001,0.83498,601.157752609253
0.9,10.6,0.8727506426735218,0.8768624281133226,0.8825192802056556,0.9993560849967803,0.992916520070897,0.9956208801056817,0.80324,0.84468,0.79916,612.571274137497
1.0,13.2,0.8861487292290567,0.8763681657965176,0.8969588953966025,1.0,0.996650812195883,0.9971662761134088,0.86988,0.8825,0.79948,590.1027424812316
