dataset,n-features,n-classes,n-numerical-features,n-categorical-features,n-binary-features,n-grid-samples,fold,n-train-samples,n-test-samples,n-trees,train-acc,test-acc,prune-prop,n-prune-prop-samples,n-mip-trees,mip-prune-train-acc,mip-prune-test-acc,mip-prune-prop-train-acc,mip-prune-train-fidelity,mip-prune-test-fidelity,mip-prune-prop-train-fidelity,mip-prune-grid-fidelity,mip-time,n-random-trees,random-prune-train-acc,random-prune-test-acc,random-prune-prop-train-acc,random-prune-train-fidelity,random-prune-test-fidelity,random-prune-prop-train-fidelity,random-prune-grid-fidelity,n-greedy-trees,greedy-prune-train-acc,greedy-prune-test-acc,greedy-prune-prop-train-acc,greedy-prune-train-fidelity,greedy-prune-test-fidelity,greedy-prune-prop-train-fidelity,greedy-prune-grid-fidelity
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.1,1651,7,0.9913396317829457,0.8677325581395349,1.0,0.9913396317829457,0.9314437984496124,1.0,0.8023,58.72788333892822,7.0,0.9903100775193798,0.8672480620155039,0.9921259842519685,0.9903100775193798,0.9256298449612403,0.9921259842519685,0.7919,7,0.9906128875968992,0.8674903100775194,0.9933373712901272,0.9906128875968992,0.9341085271317829,0.9933373712901272,0.7919
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.2,3302,8,0.9920663759689923,0.8689437984496124,1.0,0.9920663759689923,0.9278100775193798,1.0,0.7334,105.01664304733276,8.0,0.9894016472868217,0.8672480620155039,0.9921259842519685,0.9894016472868217,0.9304748062015504,0.9921259842519685,0.7691,8,0.9907945736434108,0.8793604651162791,0.9966686856450636,0.9907945736434108,0.9430717054263565,0.9966686856450636,0.6622
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.30000000000000004,4953,11,0.9965479651162791,0.876453488372093,1.0,0.9965479651162791,0.9430717054263565,1.0,0.7735,600.4407086372375,11.0,0.9950339147286822,0.8771802325581395,0.9943468604885928,0.9950339147286822,0.9467054263565892,0.9943468604885928,0.8118,11,0.9953972868217055,0.8846899224806202,0.9961639410458308,0.9953972868217055,0.9537306201550387,0.9961639410458308,0.7467
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.4,6604,13,0.9981831395348837,0.8786337209302325,1.0,0.9981831395348837,0.9520348837209303,1.0,0.8698,600.4391593933105,13.0,0.9967902131782945,0.874031007751938,0.9969715324046032,0.9967902131782945,0.9464631782945736,0.9969715324046032,0.8628,13,0.9961845930232558,0.8873546511627907,0.997274379164143,0.9961845930232558,0.9578488372093024,0.997274379164143,0.7509
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.5,8256,14,0.9982437015503876,0.8815406976744186,1.0,0.9982437015503876,0.9554263565891473,1.0,0.7882,600.6014013290405,14.0,0.9959423449612403,0.8742732558139535,0.9966085271317829,0.9959423449612403,0.9496124031007752,0.9966085271317829,0.8032,14,0.9961240310077519,0.8875968992248062,0.9972141472868217,0.9961240310077519,0.9609980620155039,0.9972141472868217,0.7152
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.6,9907,16,0.9986070736434108,0.8762112403100775,1.0,0.9986070736434108,0.9549418604651163,1.0,0.8439,603.3252198696136,16.0,0.9976380813953488,0.8757267441860465,0.9976784092056122,0.9976380813953488,0.9583333333333334,0.9976784092056122,0.8795,16,0.9971535852713178,0.8868701550387597,0.9975774704754214,0.9971535852713178,0.9626937984496124,0.9975774704754214,0.7485
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.7000000000000001,11558,17,0.9993338178294574,0.8771802325581395,1.0,0.9993338178294574,0.9588178294573644,1.0,0.9026,600.2700145244598,17.0,0.998062015503876,0.8803294573643411,0.9977504758608756,0.998062015503876,0.9580910852713178,0.9977504758608756,0.812,17,0.9972747093023255,0.8888081395348837,0.9973178750648901,0.9972747093023255,0.9622093023255814,0.9973178750648901,0.8238
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.8,13209,18,0.9996366279069767,0.8800872093023255,1.0,0.9996366279069767,0.9549418604651163,1.0,0.9137,600.2565295696259,18.0,0.9981831395348837,0.8842054263565892,0.9981073510485275,0.9981831395348837,0.966327519379845,0.9981073510485275,0.8823,18,0.9973958333333334,0.8871124031007752,0.9974259974259975,0.9973958333333334,0.9639050387596899,0.9974259974259975,0.798
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,0.9,14860,19,0.9998183139534884,0.8832364341085271,1.0,0.9998183139534884,0.9609980620155039,1.0,0.8871,600.2105295658112,19.0,0.998546511627907,0.877422480620155,0.9986541049798116,0.998546511627907,0.9580910852713178,0.9986541049798116,0.873,19,0.9981225775193798,0.8895348837209303,0.9981157469717362,0.9981225775193798,0.9629360465116279,0.9981157469717362,0.8348
california-housing-classification,8,2,8,0,0,10000,1,16512,4128,100,1.0,0.8873546511627907,1.0,16512,19,1.0,0.8844476744186046,1.0,1.0,0.9602713178294574,1.0,0.9088,602.1442158222198,19.0,0.9984859496124031,0.8825096899224806,0.9984859496124031,0.9984859496124031,0.9646317829457365,0.9984859496124031,0.9126,19,0.998062015503876,0.8892926356589147,0.998062015503876,0.998062015503876,0.9631782945736435,0.998062015503876,0.8159
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.1,1651,7,0.9914607558139535,0.8662790697674418,1.0,0.9914607558139535,0.9278100775193798,1.0,0.8951,57.55551767349243,7.0,0.9900072674418605,0.872577519379845,0.9909145972138098,0.9900072674418605,0.9331395348837209,0.9909145972138098,0.8872,7,0.9910368217054264,0.873546511627907,0.9957601453664445,0.9910368217054264,0.9336240310077519,0.9957601453664445,0.8979
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.2,3302,8,0.9910973837209303,0.8703972868217055,1.0,0.9910973837209303,0.9358042635658915,1.0,0.8838,234.1160969734192,8.0,0.9900072674418605,0.8679748062015504,0.9933373712901272,0.9900072674418605,0.9328972868217055,0.9933373712901272,0.9136,8,0.9904917635658915,0.8812984496124031,0.9951544518473653,0.9904917635658915,0.9375,0.9951544518473653,0.8514
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.30000000000000004,4953,11,0.9968507751937985,0.8788759689922481,1.0,0.9968507751937985,0.9505813953488372,1.0,0.9148,600.6124336719513,11.0,0.9962451550387597,0.8696705426356589,0.9969715324046032,0.9962451550387597,0.9437984496124031,0.9969715324046032,0.871,11,0.9950339147286822,0.8924418604651163,0.9977791237633757,0.9950339147286822,0.9457364341085271,0.9977791237633757,0.8791
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.4,6604,13,0.9984253875968992,0.8825096899224806,1.0,0.9984253875968992,0.9556686046511628,1.0,0.9095,600.814370393753,13.0,0.9966085271317829,0.8834786821705426,0.9969715324046032,0.9966085271317829,0.9513081395348837,0.9969715324046032,0.9193,13,0.9966085271317829,0.8965600775193798,0.9975772259236826,0.9966085271317829,0.9513081395348837,0.9975772259236826,0.9003
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.5,8256,13,0.9983042635658915,0.8829941860465116,1.0,0.9983042635658915,0.9503391472868217,1.0,0.9028,603.1603121757507,13.0,0.9968507751937985,0.8844476744186046,0.998062015503876,0.9968507751937985,0.9484011627906976,0.998062015503876,0.9037,13,0.997093023255814,0.8912306201550387,0.9983042635658915,0.997093023255814,0.9484011627906976,0.9983042635658915,0.8731
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.6,9907,15,0.9992126937984496,0.8851744186046512,1.0,0.9992126937984496,0.9510658914728682,1.0,0.9152,600.290148973465,15.0,0.997093023255814,0.8873546511627907,0.9973755930150399,0.997093023255814,0.9551841085271318,0.9973755930150399,0.9219,15,0.9980014534883721,0.8934108527131783,0.9985868577773291,0.9980014534883721,0.9544573643410853,0.9985868577773291,0.8935
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.7000000000000001,11558,17,0.9993338178294574,0.8856589147286822,1.0,0.9993338178294574,0.9563953488372093,1.0,0.9348,600.2633981704712,17.0,0.998062015503876,0.8846899224806202,0.9979235161792698,0.998062015503876,0.9626937984496124,0.9979235161792698,0.887,17,0.998062015503876,0.8934108527131783,0.9985291572936494,0.998062015503876,0.9544573643410853,0.9985291572936494,0.9068
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.8,13209,19,0.9996366279069767,0.8880813953488372,1.0,0.9996366279069767,0.9602713178294574,1.0,0.906,600.3824808597565,19.0,0.9982437015503876,0.8793604651162791,0.9981073510485275,0.9982437015503876,0.9578488372093024,0.9981073510485275,0.9192,19,0.9982437015503876,0.8926841085271318,0.9985615867968809,0.9982437015503876,0.9571220930232558,0.9985615867968809,0.9191
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,0.9,14860,19,0.9997577519379846,0.8902616279069767,1.0,0.9997577519379846,0.9609980620155039,1.0,0.8915,600.2231857776642,19.0,0.9981225775193798,0.8851744186046512,0.998250336473755,0.9981225775193798,0.9607558139534884,0.998250336473755,0.9271,19,0.998546511627907,0.8943798449612403,0.9989905787348586,0.998546511627907,0.9602713178294574,0.9989905787348586,0.9318
california-housing-classification,8,2,8,0,0,10000,2,16512,4128,100,1.0,0.8924418604651163,1.0,16512,19,1.0,0.8866279069767442,1.0,1.0,0.9646317829457365,1.0,0.9375,600.186201095581,19.0,0.9986676356589147,0.8825096899224806,0.9986676356589147,0.9986676356589147,0.9653585271317829,0.9986676356589147,0.9186,19,0.9981225775193798,0.8958333333333334,0.9981225775193798,0.9981225775193798,0.9588178294573644,0.9981225775193798,0.9046
california-housing-classification,8,2,8,0,0,10000,3,16512,4128,100,1.0,0.8859011627906976,0.1,1651,7,0.9917635658914729,0.8599806201550387,1.0,0.9917635658914729,0.9348352713178295,1.0,0.8647,57.09039235115051,7.0,0.989280523255814,0.8665213178294574,0.9909145972138098,0.989280523255814,0.9258720930232558,0.9909145972138098,0.8126,7,0.9904917635658915,0.8723352713178295,0.9921259842519685,0.9904917635658915,0.934593023255814,0.9921259842519685,0.7707
california-housing-classification,8,2,8,0,0,10000,3,16512,4128,100,1.0,0.8859011627906976,0.2,3302,8,0.9896438953488372,0.8667635658914729,1.0,0.9896438953488372,0.9285368217054264,1.0,0.8855,177.33972311019897,8.0,0.9894622093023255,0.8640988372093024,0.9933373712901272,0.9894622093023255,0.9268410852713178,0.9933373712901272,0.8272,8,0.991703003875969,0.8805717054263565,0.9975772259236826,0.991703003875969,0.939437984496124,0.9975772259236826,0.7836
california-housing-classification,8,2,8,0,0,10000,3,16512,4128,100,1.0,0.8859011627906976,0.30000000000000004,4953,11,0.9961240310077519,0.8791182170542635,1.0,0.9961240310077519,0.9423449612403101,1.0,0.8947,601.0131356716156,11.0,0.9944282945736435,0.8723352713178295,0.9953563496870583,0.9944282945736435,0.9500968992248062,0.9953563496870583,0.8776,11,0.9958817829457365,0.8880813953488372,0.9969715324046032,0.9958817829457365,0.9469476744186046,0.9969715324046032,0.8149
california-housing-classification,8,2,8,0,0,10000,3,16512,4128,100,1.0,0.8859011627906976,0.4,6604,13,0.9976986434108527,0.8800872093023255,1.0,0.9976986434108527,0.9515503875968992,1.0,0.8485,601.0082433223724,13.0,0.9965479651162791,0.8815406976744186,0.9968201090248334,0.9965479651162791,0.9559108527131783,0.9968201090248334,0.7823,13,0.9963057170542635,0.8871124031007752,0.9968201090248334,0.9963057170542635,0.9498546511627907,0.9968201090248334,0.8063
