prune-prop,n-mip-trees,mip-prune-test-fidelity,random-prune-test-fidelity,greedy-prune-test-fidelity,mip-prune-train-fidelity,random-prune-train-fidelity,greedy-prune-train-fidelity,mip-prune-grid-fidelity,random-prune-grid-fidelity,greedy-prune-grid-fidelity,mip-time
0.1,1.2,0.6219180372305173,0.6224455428823635,0.6228223326336824,0.5919947472266488,0.5917498800200185,0.5919382394097342,0.60472,0.63068,0.6118,2.3668491363525392
0.2,3.2,0.6875548119102459,0.6858215790541797,0.6883083914128835,0.6904878721089242,0.6897532704890335,0.6889621610522281,0.6537200000000001,0.68406,0.66582,28.171552610397338
0.3,6.0,0.7497027831351462,0.7484986454018168,0.7509848333255279,0.7899130042900417,0.7881423905441137,0.7880293961998454,0.6680400000000001,0.65834,0.69102,348.51749482154844
0.4,8.0,0.7590466296830851,0.7601771124706764,0.7603276864541602,0.7946598720323528,0.7943584721709869,0.793416652158718,0.70684,0.68216,0.7092,360.4579646587372
0.5,14.4,0.8991859922201076,0.8986588839359839,0.9009953777618831,0.9934260053724563,0.9904686494095969,0.9906758234487233,0.7038599999999999,0.70802,0.72916,603.093284368515
0.6,20.0,0.9138024826967645,0.9158381407731924,0.9156878790072052,0.9977396003910396,0.995573407088888,0.9955168833048026,0.7251200000000001,0.75222,0.73056,601.3638764381409
0.7000000000000001,22.6,0.9159883173889535,0.9154606414366546,0.9162904020084099,0.9991523525860687,0.9968542686802546,0.9971556685416205,0.73838,0.76216,0.71922,600.7215547561646
0.8,24.0,0.9185492672113442,0.9217144714228744,0.9245783006001671,0.9993407172981744,0.9969484678905433,0.9976830925741249,0.73522,0.73576,0.76152,600.8259806156159
0.9,24.6,0.9199065334349459,0.9241260393649495,0.9246535450167958,0.9997739669582113,0.9976265829830802,0.9979468187834175,0.7279199999999999,0.73694,0.7481,600.2815126419067
1.0,25.4,0.9211120051884871,0.9229207946786785,0.9240511071658173,0.9998493124882275,0.9977584434265314,0.9977961170786045,0.74212,0.75356,0.7640399999999999,600.4271303653717
